5,A,1,Anastasia Markham,BAFS,VA
5,D,39,Lanette Prosser,GEOG,HIST
5,D,40,Cyril Sheppard,BIO,BAFS
5,E,1,Mitsue Quinonez,BIO,CHEM,GEOG
5,E,2,Lashandra Simms,BIO,CHEM,ECON
5,E,3,Phebe Allan,CHEM,ECON,M2,PHY
5,E,4,Janett Lay,CHEM,BAFS,M2,PHY
5,E,5,Niesha Ridley,BIO,CHEM,PHY
5,E,6,Jamar Bolt,BIO,CHEM,BAFS,M1
5,E,7,Lucrecia Nielson,BAFS,ECON,M1,PHY
5,E,8,Rebecka Peck,CHEM,ECON,PHY
5,E,9,Shayla Cosby,CHEM,BAFS,M2,PHY
5,E,10,Donte Molina,BIO,CHEM,M2,PHY
5,E,11,Takako Kerns,CHEM,GEOG,M2,PHY
5,E,12,Delfina Singh,CHEM,M2,PHY
5,E,13,Gerry Rowley,BAFS,PHY
5,E,14,Winnie Reeder,BIO,CHEM,GEOG
5,E,15,Yelena Edgar,BIO,CHEM,ECON
5,E,16,Camellia Valle,CHEM,BAFS,M1,PHY
5,E,17,Novella Cone,BIO,CHEM,ECON
5,E,18,Delphia Jean,BIO,BAFS,M1,PHY
5,E,19,Veda Macdonald,BIO,CHEM,PHY
5,E,20,Stacia Starling,CHEM,M2,PHY,ICT
5,E,21,Jacqualine Driver,BIO,CHEM,M2,PHY
5,E,22,Sheena Murdock,CHEM,BAFS,M1
5,E,23,Selma Esposito,BIO,CHEM,BAFS
5,E,24,Jeni Ocampo,CHEM,M2,PHY,ICT
5,E,25,Williams Sweet,CHEM,BAFS,M2,PHY
5,E,26,Chelsey Workman,BIO,PHY,ICT
5,E,27,Tenesha Sears,BIO,CHEM,M2,PHY
5,E,28,Micheal Creel,ECON,M2,PHY
5,E,29,Hal Muller,CHEM,M2,PHY
5,E,30,Tonja Porterfield,BIO,BAFS,PHY
5,E,31,Lucilla Fitts,BAFS,GEOG,PHY
5,E,32,Lanita Weddle,BIO,CHEM,M2,PHY
5,E,33,Luvenia Whitaker,BIO,CHEM,GEOG
5,E,34,Kattie Clement,BAFS,M2,PHY
5,E,35,Samual Fain,BIO,CHEM,ECON
5,E,36,Fran Callender,CHEM,BAFS,PHY
5,E,37,Rosann Bumgarner,CHIS,ECON,HIST
5,E,38,Loraine Mello,BIO,CHEM,PHY
5,E,39,Guillermina Harder,CHEM,CHIS,HIST
5,E,40,Madie Blackwell,CHEM,BAFS,M2,PHY
