4D,6,Adrien Elmore,CHEM
4D,7,Wes Rainey,CHEM
4D,8,Na Alley,CHEM
4D,9,Theresia Beebe,CHEM
4D,10,Young Ogden,CHEM
4D,11,Damian Spears,CHEM
4D,13,Vella Spear,CHEM
4D,14,Jada Avery,CHEM
4D,15,Lorina Charlton,CHEM
4D,16,Troy Pulley,CHEM
4D,17,Mila Rosas,CHEM
4D,18,Stephany Richter,CHEM
4D,19,Nam Billiot,CHEM
4D,20,Mikki Busch,CHEM
4D,22,Marielle Frasier,CHEM
4D,23,Judie Jolley,CHEM
4D,28,Jeni Vaughan,CHEM
4D,29,Dino Shank,CHEM
4D,30,Chase Mclain,CHEM
4D,31,Janel Kay,CHEM
4D,33,Beckie Kroll,CHEM
4D,34,Deandra Ponce,CHEM
4D,36,Margery Vickery,CHEM
4E,1,Kory Hobbs,CHEM
4E,2,Victorina Espino,CHEM
4E,3,Steffanie Regalado,CHEM
4E,4,Piedad Spearman,CHEM
4E,5,Olympia Satterfield,CHEM
4E,6,Ariane Riggins,CHEM
4E,7,Chantell Pulido,CHEM
4E,10,Nieves Weed,CHEM
4E,12,Kam Cade,CHEM
4E,13,Dion Dion,CHEM
4E,14,Mauro Fitzsimmons,CHEM
4E,15,Bryce Fries,CHEM
4E,16,Magali Cromer,CHEM
4E,18,Soledad Colson,CHEM
4E,19,Fumiko Blaylock,CHEM
4E,20,Lolita Bullard,CHEM
4E,21,Elda Keeler,CHEM
4E,22,Jenice Ledbetter,CHEM
4E,23,Jacqui Maestas,CHEM
4E,24,Tereasa Mcnutt,CHEM
4E,25,Denyse Bonner,CHEM
4E,27,Yolando Ely,CHEM
4E,28,Minh Nielsen,CHEM
4E,29,Latrice Jarvis,CHEM
4E,31,Shantae Glass,CHEM
4E,32,Brittaney Stacy,CHEM
4E,34,Cassie Magee,CHEM
4E,36,Estefana Abrams,CHEM
5A,16,Mozella Herrington,CHEM
5A,28,Micah Connelly,CHEM
5B,1,Kathlyn Smallwood,CHEM
5B,13,Darleen Eaton,CHEM
5B,27,David Spicer,CHEM
5B,29,Winona Shifflett,CHEM
5B,34,Karrie Bollinger,CHEM
5C,4,Carry Burkett,CHEM
5C,13,Loria Sumpter,CHEM
5C,17,Les True,CHEM
5C,25,Reed Valle,CHEM
5C,29,Gale Mcgrath,CHEM
5C,31,Kiersten Branham,CHEM
5C,38,Carma Aiken,CHEM
5C,39,Alysia Shipp,CHEM
5D,2,Madelyn Kiser,CHEM
5D,3,Allyn Caskey,CHEM
5D,5,Yi Rinaldi,CHEM
5D,7,Jc Mize,CHEM
5D,8,Regine Callahan,CHEM
5D,9,Glynis Mcmillian,CHEM
5D,10,Phuong Boudreau,CHEM
5D,14,Otilia Fallon,CHEM
5D,16,Kristian Morse,CHEM
5D,17,Tanika Atherton,CHEM
5D,18,Margene Ely,CHEM
5D,19,Gussie Mortensen,CHEM
5D,22,Wilford Duffy,CHEM
5D,24,Mechelle Bustamante,CHEM
5D,25,Chan Word,CHEM
5D,26,Glynda March,CHEM
5D,27,Sindy Osorio,CHEM
5D,33,Elenora Shackelford,CHEM
5D,37,Glayds Pringle,CHEM
5D,38,Elisha Hubert,CHEM
5E,1,Mitsue Quinonez,CHEM
5E,2,Lashandra Simms,CHEM
5E,3,Phebe Allan,CHEM
5E,4,Janett Lay,CHEM
5E,5,Niesha Ridley,CHEM
5E,6,Jamar Bolt,CHEM
5E,8,Rebecka Peck,CHEM
5E,9,Shayla Cosby,CHEM
5E,10,Donte Molina,CHEM
5E,11,Takako Kerns,CHEM
5E,12,Delfina Singh,CHEM
5E,14,Winnie Reeder,CHEM
5E,15,Yelena Edgar,CHEM
5E,16,Camellia Valle,CHEM
5E,17,Novella Cone,CHEM
5E,19,Veda Macdonald,CHEM
5E,20,Stacia Starling,CHEM
5E,21,Jacqualine Driver,CHEM
5E,22,Sheena Murdock,CHEM
5E,23,Selma Esposito,CHEM
5E,24,Jeni Ocampo,CHEM
5E,25,Williams Sweet,CHEM
5E,27,Tenesha Sears,CHEM
5E,29,Hal Muller,CHEM
5E,32,Lanita Weddle,CHEM
5E,33,Luvenia Whitaker,CHEM
5E,35,Samual Fain,CHEM
5E,36,Fran Callender,CHEM
5E,38,Loraine Mello,CHEM
5E,39,Guillermina Harder,CHEM
5E,40,Madie Blackwell,CHEM
6A,1,Babara Arreola,CHEM
6A,2,Cheri Goforth,CHEM
6A,6,Andree Stitt,CHEM
6A,8,Jaimee Hardesty,CHEM
6A,10,Suellen Larsen,CHEM
6A,12,Georgiana Meek,CHEM
6A,14,Cathrine Desantis,CHEM
6A,16,Qiana Velez,CHEM
6A,19,Germaine Gorham,CHEM
6A,23,Christiana Fulmer,CHEM
6A,24,Enda Spaulding,CHEM
6A,25,Antione Billingsley,CHEM
6A,26,Briana Lovett,CHEM
6A,29,Sudie Bartlett,CHEM
6A,30,Izola Close,CHEM
6A,31,Alene Corbett,CHEM
6A,33,Jerrod Mcmahan,CHEM
6A,34,Gerri Spain,CHEM
6A,35,Kanisha Kohn,CHEM
6A,38,Alysa Glenn,CHEM
6A,40,Collin Hooker,CHEM
6A,42,Deandra Douglass,CHEM
6B,6,Margrett Logsdon,CHEM
6B,13,Anjanette Velasco,CHEM
6C,4,Cherryl Bradshaw,CHEM
6C,10,Elodia Abney,CHEM
6C,12,Shenna Nettles,CHEM
6C,15,Georgeanna Cowles,CHEM
6C,22,Margarito Begay,CHEM
6C,26,Shaneka Boss,CHEM
6C,31,Tia Winters,CHEM
6C,40,Clementina Mcintire,CHEM
6D,2,Cherish Brennan,CHEM
6D,3,Callie Colburn,CHEM
6D,4,Werner Roldan,CHEM
6D,7,Synthia Ordonez,CHEM
6D,8,Shasta Goins,CHEM
6D,9,Caitlyn Aquino,CHEM
6D,10,Stephan Pyle,CHEM
6D,11,Bruna Whatley,CHEM
6D,12,Colby Vanwinkle,CHEM
6D,14,Heath Teal,CHEM
6D,15,Rheba Benefield,CHEM
6D,22,Tangela Nielson,CHEM
6D,23,Mitchel Carbajal,CHEM
6D,25,Chantal Mosby,CHEM
6D,28,Theo Culp,CHEM
6D,29,Erlinda Hand,CHEM
6D,31,Edie Mcclure,CHEM
6D,32,Pamella Jett,CHEM
6D,33,Rory Lancaster,CHEM
6D,35,Karyl Fishman,CHEM
6D,39,Shameka Garnett,CHEM
6D,40,Marlyn Forte,CHEM
6E,1,Rosalva Keen,CHEM
6E,2,Alesha Eddy,CHEM
6E,3,Efrain Walls,CHEM
6E,6,Calista Heaton,CHEM
6E,7,Tianna Aldridge,CHEM
6E,8,Tessa Sigler,CHEM
6E,9,Valentine Stein,CHEM
6E,10,Tracie Mccracken,CHEM
6E,12,Tyron Ruby,CHEM
6E,13,Raelene Macklin,CHEM
6E,14,Ivonne Mancini,CHEM
6E,15,Dwain Harp,CHEM
6E,16,Madeleine Whitt,CHEM
6E,17,Lorri Nabors,CHEM
6E,19,Lyn Shipman,CHEM
6E,20,Hilario Marino,CHEM
6E,21,Mari Moseley,CHEM
6E,23,Andree Lowry,CHEM
6E,26,Deon Gurley,CHEM
6E,27,Jerri Ma,CHEM
6E,31,Taunya Noland,CHEM
6E,32,Sparkle Arthur,CHEM
6E,33,Shawanna Dallas,CHEM
6E,34,Elana Whitney,CHEM
6E,35,Freddie Lai,CHEM
6E,37,Harold Turney,CHEM
6E,38,Eleonor Maes,CHEM
6E,39,Tesha Patten,CHEM
6E,40,Merrilee Blalock,CHEM
4A,3,Damion Napier,CHIS
4A,24,Lashon Lundberg,CHIS
4A,27,Deandre Newsome,CHIS
4A,29,Charla Mccallister,CHIS
4B,3,Glenn Ely,CHIS
4B,4,Morton Rinehart,CHIS
4B,11,Enoch Ngo,CHIS
4B,12,Allyson Stoddard,CHIS
4B,28,Lera Rowan,CHIS
4B,36,Cruz Betts,CHIS
4C,22,Dominque Harder,CHIS
4C,25,Chante Barlow,CHIS
4C,29,Misti Coburn,CHIS
4C,31,Jazmin Shannon,CHIS
4D,26,Christiana Baer,CHIS
4D,36,Margery Vickery,CHIS
4E,7,Chantell Pulido,CHIS
4E,21,Elda Keeler,CHIS
5A,5,Dotty Tirado,CHIS
5A,11,Rudolf Polk,CHIS
5A,12,Roma Osborn,CHIS
5A,13,Arletha Fagan,CHIS
5A,15,Numbers Norwood,CHIS
5A,19,Mari Layne,CHIS
5A,20,Jason Staton,CHIS
5A,23,Elisha Plummer,CHIS
5A,26,Simona Nettles,CHIS
5A,27,Detra Hutton,CHIS
5A,30,Blaine Totten,CHIS
5A,31,Louvenia Schafer,CHIS
5A,33,Codi Matlock,CHIS
5B,2,Tad Ainsworth,CHIS
5B,9,Asha Venegas,CHIS
5B,10,Douglass Woodcock,CHIS
5B,13,Darleen Eaton,CHIS
5B,15,Viviana Wicks,CHIS
5B,16,Apolonia Haskell,CHIS
5B,17,Jonie Haight,CHIS
5B,18,Alyse Sprouse,CHIS
5B,23,Fermin Hargis,CHIS
5B,24,Ronald Gantt,CHIS
5B,25,Breanna Moeller,CHIS
5C,2,Tiffiny Mercier,CHIS
5C,5,Christal Mattox,CHIS
5C,7,Jamika Drummond,CHIS
5C,20,Marcy Mark,CHIS
5C,27,Krystin Whitlow,CHIS
5C,28,Stephane Guest,CHIS
5C,37,Jeraldine Frazer,CHIS
5C,40,Lon Latham,CHIS
5D,28,Harley Rizzo,CHIS
5D,30,Cicely Major,CHIS
5D,32,Floretta Ruby,CHIS
5E,37,Rosann Bumgarner,CHIS
5E,39,Guillermina Harder,CHIS
6B,1,Maura Bess,CHIS
6B,2,Cammy Moyer,CHIS
6B,3,Rosette Sinclair,CHIS
6B,5,Sherrie Pemberton,CHIS
6B,8,Vilma Holliday,CHIS
6B,9,Trinity Dupree,CHIS
6B,10,Marla Tirado,CHIS
6B,11,Sana Canada,CHIS
6B,12,Lala Harry,CHIS
6B,13,Anjanette Velasco,CHIS
6B,16,Kermit Vera,CHIS
6B,18,Lianne Fusco,CHIS
6B,19,Cordelia Heim,CHIS
6B,20,Chet Caskey,CHIS
6B,21,Ma Coffin,CHIS
6B,22,Deangelo Asher,CHIS
6B,23,Cyndy Sprague,CHIS
6B,24,Arvilla Hensley,CHIS
6B,25,Michael Duff,CHIS
6B,26,Antonio Holder,CHIS
6B,28,Aimee Tiller,CHIS
6B,29,Elvis Gentry,CHIS
4A,24,Lashon Lundberg,CLIT
4B,4,Morton Rinehart,CLIT
4B,10,Willia Spivey,CLIT
4B,12,Allyson Stoddard,CLIT
4B,27,Cori Mabe,CLIT
4B,28,Lera Rowan,CLIT
4B,31,Teodora Halstead,CLIT
4B,34,Jewel Domingo,CLIT
4C,3,Latoyia Broderick,CLIT
4C,7,Fredia Mattingly,CLIT
4C,9,Mackenzie Cardwell,CLIT
4C,11,Lesha Fairley,CLIT
4C,18,Lane Belton,CLIT
4C,22,Dominque Harder,CLIT
4C,25,Chante Barlow,CLIT
4C,31,Jazmin Shannon,CLIT
4C,33,Fredia Landrum,CLIT
4D,4,Earle Dortch,CLIT
4D,22,Marielle Frasier,CLIT
4D,28,Jeni Vaughan,CLIT
4D,33,Beckie Kroll,CLIT
5A,5,Dotty Tirado,CLIT
5A,9,Janean Maples,CLIT
5A,10,Merlene Hess,CLIT
5A,11,Rudolf Polk,CLIT
5A,27,Detra Hutton,CLIT
5A,30,Blaine Totten,CLIT
5A,33,Codi Matlock,CLIT
5B,2,Tad Ainsworth,CLIT
5B,6,Dudley Slack,CLIT
5B,13,Darleen Eaton,CLIT
5B,24,Ronald Gantt,CLIT
5C,7,Jamika Drummond,CLIT
5C,16,Mee Farrar,CLIT
5C,19,Warner Stiltner,CLIT
5C,24,Boyce Guinn,CLIT
5C,40,Lon Latham,CLIT
5D,4,Mana Clemens,CLIT
5D,11,Valorie Beam,CLIT
5D,25,Chan Word,CLIT
5D,30,Cicely Major,CLIT
6A,27,Dorthy Scully,CLIT
6B,21,Ma Coffin,CLIT
6B,22,Deangelo Asher,CLIT
6B,23,Cyndy Sprague,CLIT
6B,29,Elvis Gentry,CLIT
6C,6,Miyoko Elston,CLIT
6C,23,Wilton Hooks,CLIT
6C,32,Myrl Rosa,CLIT
6C,37,Willa Hobson,CLIT
6D,37,Willene Taft,CLIT
6E,4,Twila Pederson,CLIT
4A,3,Damion Napier,BAFS
4A,6,Lon Deleon,BAFS
4A,8,Domitila Jay,BAFS
4A,9,Jacinda Crews,BAFS
4A,13,Jenae Spangler,BAFS
4A,16,Tama Weed,BAFS
4A,17,Lesia Velez,BAFS
4A,19,Hermina Dupre,BAFS
4A,20,Reba Townes,BAFS
4A,21,Sean Barclay,BAFS
4A,22,Mathilda Markley,BAFS
4A,33,Lolita Costa,BAFS
4A,34,Stacy Alicea,BAFS
4A,35,Dayna Casper,BAFS
4B,1,Rosamaria Earle,BAFS
4B,11,Enoch Ngo,BAFS
4B,14,Daysi Peachey,BAFS
4B,17,Buster Mccaffrey,BAFS
4B,23,Pearle Luther,BAFS
4B,25,Pia Oconner,BAFS
4B,26,Vada Pogue,BAFS
4B,30,Lashawna Foote,BAFS
4B,32,Shirely Whitley,BAFS
4C,3,Latoyia Broderick,BAFS
4C,5,Otto Forte,BAFS
4C,6,Naoma Faison,BAFS
4C,10,Lani Wu,BAFS
4C,11,Lesha Fairley,BAFS
4C,12,Halley Packer,BAFS
4C,13,Holli Blocker,BAFS
4C,19,Henry Bain,BAFS
4C,27,Shavonda Starkey,BAFS
4C,28,Britt Cheng,BAFS
4D,6,Adrien Elmore,BAFS
4D,7,Wes Rainey,BAFS
4D,12,Maryrose Shuman,BAFS
4D,19,Nam Billiot,BAFS
4D,21,Phyliss Grayson,BAFS
4D,23,Judie Jolley,BAFS
4D,25,Kia Guenther,BAFS
4D,27,Reid Rodrigues,BAFS
4D,29,Dino Shank,BAFS
4D,31,Janel Kay,BAFS
4D,32,Tiffani Kidd,BAFS
4D,34,Deandra Ponce,BAFS
4D,35,Alex Ricketts,BAFS
4E,7,Chantell Pulido,BAFS
4E,11,Elane Holcombe,BAFS
4E,13,Dion Dion,BAFS
4E,15,Bryce Fries,BAFS
4E,17,Abdul Hannon,BAFS
4E,18,Soledad Colson,BAFS
4E,19,Fumiko Blaylock,BAFS
4E,25,Denyse Bonner,BAFS
4E,26,Patrice Boynton,BAFS
4E,27,Yolando Ely,BAFS
4E,28,Minh Nielsen,BAFS
4E,31,Shantae Glass,BAFS
4E,33,Sydney Rawls,BAFS
4E,37,Timothy Cota,BAFS
5A,1,Anastasia Markham,BAFS
5A,3,Henry Reece,BAFS
5A,4,Ema Hawley,BAFS
5A,6,Katheryn Vogt,BAFS
5A,7,Shayna Lapointe,BAFS
5A,10,Merlene Hess,BAFS
5A,14,Serita Boehm,BAFS
5A,17,Leilani Wilhelm,BAFS
5A,22,Julieta Stamm,BAFS
5A,25,Elna Moulton,BAFS
5A,29,Dulce Moen,BAFS
5A,32,Lashonda Withers,BAFS
5A,34,Elwanda Zarate,BAFS
5A,35,Kaitlin Kane,BAFS
5B,3,Morton Washburn,BAFS
5B,4,Waldo Vaughan,BAFS
5B,5,Marg Leung,BAFS
5B,8,Xiao Menard,BAFS
5B,16,Apolonia Haskell,BAFS
5B,30,Val Mccallister,BAFS
5B,31,Albina Mccombs,BAFS
5B,34,Karrie Bollinger,BAFS
5C,3,Cordia Howerton,BAFS
5C,4,Carry Burkett,BAFS
5C,10,Karina Juarez,BAFS
5C,12,Shannan Dupont,BAFS
5C,13,Loria Sumpter,BAFS
5C,15,Stephany Winstead,BAFS
5C,21,Laureen Cornwell,BAFS
5C,22,Nathalie Urban,BAFS
5C,28,Stephane Guest,BAFS
5C,33,Sharri Coble,BAFS
5C,34,Sol Mccord,BAFS
5C,36,Zackary Roper,BAFS
5C,38,Carma Aiken,BAFS
5D,1,Concepcion Fagan,BAFS
5D,4,Mana Clemens,BAFS
5D,6,Lexie Christman,BAFS
5D,8,Regine Callahan,BAFS
5D,10,Phuong Boudreau,BAFS
5D,12,Evelina Mcelroy,BAFS
5D,19,Gussie Mortensen,BAFS
5D,23,Marlin Willard,BAFS
5D,26,Glynda March,BAFS
5D,29,Tory Wilde,BAFS
5D,31,Vita Dodson,BAFS
5D,33,Elenora Shackelford,BAFS
5D,34,Winter Ulrich,BAFS
5D,40,Cyril Sheppard,BAFS
5E,4,Janett Lay,BAFS
5E,6,Jamar Bolt,BAFS
5E,7,Lucrecia Nielson,BAFS
5E,9,Shayla Cosby,BAFS
5E,13,Gerry Rowley,BAFS
5E,16,Camellia Valle,BAFS
5E,18,Delphia Jean,BAFS
5E,22,Sheena Murdock,BAFS
5E,23,Selma Esposito,BAFS
5E,25,Williams Sweet,BAFS
5E,30,Tonja Porterfield,BAFS
5E,31,Lucilla Fitts,BAFS
5E,34,Kattie Clement,BAFS
5E,36,Fran Callender,BAFS
5E,40,Madie Blackwell,BAFS
6A,3,Eric Maurer,BAFS
6A,7,Charise Ladner,BAFS
6A,9,Leonila Hobson,BAFS
6A,10,Suellen Larsen,BAFS
6A,13,Vickey Flannery,BAFS
6A,17,Yessenia Headrick,BAFS
6A,20,Charlette Read,BAFS
6A,21,Deedee Ponce,BAFS
6A,22,Trisha Ponder,BAFS
6A,25,Antione Billingsley,BAFS
6A,28,Brittanie Goff,BAFS
6A,32,Lidia Hinds,BAFS
6A,35,Kanisha Kohn,BAFS
6A,38,Alysa Glenn,BAFS
6A,39,Gussie Hendrick,BAFS
6A,41,Marya Hayden,BAFS
6B,4,Dionna Devito,BAFS
6B,8,Vilma Holliday,BAFS
6B,17,Hilario Houser,BAFS
6B,18,Lianne Fusco,BAFS
6C,2,Yanira Wilks,BAFS
6C,4,Cherryl Bradshaw,BAFS
6C,5,Cuc Lind,BAFS
6C,7,Tommie Headrick,BAFS
6C,8,Cassidy Hathaway,BAFS
6C,10,Elodia Abney,BAFS
6C,11,Francisco Arsenault,BAFS
6C,12,Shenna Nettles,BAFS
6C,16,Reba Churchill,BAFS
6C,17,Leonore Sage,BAFS
6C,18,Marcela Hawley,BAFS
6C,19,Dan Bozeman,BAFS
6C,20,Angelic Good,BAFS
6C,24,Carol Moyer,BAFS
6C,28,Jasper Richard,BAFS
6C,29,Cleora Scoggins,BAFS
6C,30,Chuck Laflamme,BAFS
6C,35,Joanie Bair,BAFS
6C,36,Neta Leon,BAFS
6C,38,Sachiko Bradbury,BAFS
6C,39,Vesta Dailey,BAFS
6C,41,Lannie Neel,BAFS
6D,1,Corrine Heck,BAFS
6D,2,Cherish Brennan,BAFS
6D,3,Callie Colburn,BAFS
6D,5,Gayle Gann,BAFS
6D,6,Augustine Barbosa,BAFS
6D,7,Synthia Ordonez,BAFS
6D,8,Shasta Goins,BAFS
6D,13,Bethann Loftis,BAFS
6D,16,Shiela Dolan,BAFS
6D,17,Zackary Souza,BAFS
6D,18,Star Dickens,BAFS
6D,19,Evelynn Howerton,BAFS
6D,20,Isidro Cope,BAFS
6D,21,Tyron David,BAFS
6D,30,Agustina Lehmann,BAFS
6D,33,Rory Lancaster,BAFS
6D,41,Zula Escobedo,BAFS
6E,4,Twila Pederson,BAFS
6E,17,Lorri Nabors,BAFS
6E,22,Katina Esquivel,BAFS
6E,25,Nobuko Blanchard,BAFS
6E,38,Eleonor Maes,BAFS
4A,4,Dorcas Sandlin,ECON
4A,8,Domitila Jay,ECON
4A,10,Pearly Huerta,ECON
4A,13,Jenae Spangler,ECON
4A,19,Hermina Dupre,ECON
4A,21,Sean Barclay,ECON
4A,32,Refugio Griswold,ECON
4A,33,Lolita Costa,ECON
4A,34,Stacy Alicea,ECON
4B,1,Rosamaria Earle,ECON
4B,5,Cherise Parrott,ECON
4B,6,Maryjane Stauffer,ECON
4B,17,Buster Mccaffrey,ECON
4B,19,Theron Boykin,ECON
4B,22,Dorla Weatherford,ECON
4B,23,Pearle Luther,ECON
4B,25,Pia Oconner,ECON
4B,29,Arla Hein,ECON
4B,30,Lashawna Foote,ECON
4B,31,Teodora Halstead,ECON
4B,32,Shirely Whitley,ECON
4C,7,Fredia Mattingly,ECON
4C,9,Mackenzie Cardwell,ECON
4C,12,Halley Packer,ECON
4C,13,Holli Blocker,ECON
4C,15,Altha Motley,ECON
4C,16,Eda Picard,ECON
4C,17,Kourtney Ernst,ECON
4C,21,Raphael Morse,ECON
